name,price,comnum,link
 编程导论+Python编程导论 第2版 Python 3 MIT热门MOOC教材 计算机科学基础知识 用计算思维解决问,128.0,0,http://product.dangdang.com/1258439987.html
 【XSM】Python游戏编程快速上手 [美] Al Sweigart 斯维加特 人民邮电出版社97871154290,59.0,0,http://product.dangdang.com/1353887566.html
 【正版现货】Python Qt GUI与数据可视化编程 王维波 栗宝鹃 张晓东 9787115514165 人民邮电出,99.0,0,http://product.dangdang.com/1628594277.html
 Python语言及其应用 人民邮电出版社,55.3,8,http://product.dangdang.com/1254652149.html
 Python网络数据采集 米切尔Mitchell python语言编程基础入门网络爬虫测试网站程序设计教材教程正版书籍,118.0,0,http://product.dangdang.com/1391513887.html
 Python核心编程第3版 python开发大全 python入门到精通书籍 python编程入门基础手册 Pytho,96.0,0,http://product.dangdang.com/1540105315.html
 Python数据分析基础教程 郑丹青 高等院校计算机专业本专科教材 人民邮电出版社 NumPy统计分析可视化 pand,37.0,0,http://product.dangdang.com/1615950334.html
 Python数据分析基础教程：NumPy学习指南第2版+Python语言及其应用,123.0,0,http://product.dangdang.com/1190701387.html
 图解数据结构--使用Python,62.4,466,http://product.dangdang.com/25259498.html
 教孩子学Python编程,68.3,74,http://product.dangdang.com/27949721.html
 Python3从入门到实战,71.8,5,http://product.dangdang.com/28477034.html
 Django开发从入门到实践,62.4,41,http://product.dangdang.com/28489621.html
 零基础学Python(300个实例、64个练习题，超值大容量DVD包含教学视频、源代码、PPT),62.4,1156,http://product.dangdang.com/23663228.html
 跟老齐学Python 轻松入门 python核心编程技术 python语言编程基础教程 Python从入门到精通书籍,55.0,1,http://product.dangdang.com/1159103004.html
 计算思维与Python编程 零基础学Python编程 从入门到实践 Python程序设计课程教材 离,39.5,0,http://product.dangdang.com/1587466855.html
 Python Web开发学习实录（配光盘）（Web程序员成功之路）,52.1,414,http://product.dangdang.com/22511531.html
 包邮 Python编程快速上手——让繁琐工作自动化 极客项目 游戏编程 Python语言基础教程书籍,166.0,0,http://product.dangdang.com/1551303083.html
 套装2本Python编程从入门到实践+笨办法学Python3编程从入门到实践精通零基础自学Python程序设计网络爬虫,140.0,2,http://product.dangdang.com/1540073845.html
 Python程序设计开发宝典,54.5,231,http://product.dangdang.com/25121677.html
 流利的Python语言（影印版）,93.2,147,http://product.dangdang.com/24173123.html
 跟老齐学Python Django实战 Django开发实战教程书籍 Django框架架构设计书籍 Python基础教,68.0,0,http://product.dangdang.com/1157417404.html
 自己动手写Python虚拟机,62.4,104,http://product.dangdang.com/27886076.html
 零起点Python大数据与量化交易 Python量化投资基础入门书 Python代码大全 大数据时代的金融 量化交易金,86.0,1,http://product.dangdang.com/1527077101.html
 Python程序设计基础,82.1,68,http://product.dangdang.com/25584176.html
 实用机器学习,54.5,829,http://product.dangdang.com/25091609.html
" 趣学Python,(美)布里格斯(Jason R.Briggs) 著;尹哲 译 著作,人民邮电出版社，97871153",58.4,0,http://product.dangdang.com/1563950954.html
 趣学Python 教孩子学编程 少儿儿童编程入门教程书中小学编程自学教程高中Python程序设计入门书籍,59.9,0,http://product.dangdang.com/1598852138.html
 趣学Python——教孩子学编程,58.0,0,http://product.dangdang.com/1592030931.html
 趣学Python 教孩子学编程 少儿儿童编程入门教程书中小学编程自学教程高中Python程序设计入门书籍,59.94,0,http://product.dangdang.com/1584120322.html
" 趣学Python——教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社〖新华书店,正版保障〗",56.05,0,http://product.dangdang.com/1579152048.html
" 趣学Python——教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社",100.0,0,http://product.dangdang.com/1577998827.html
 趣学Python——教孩子学编程 [美] 布里格斯 尹哲 人民邮电出版社【新华书店 畅读无忧】,56.05,0,http://product.dangdang.com/1576576254.html
" 趣学Python——教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社 9787115381439",56.0,0,http://product.dangdang.com/1574608752.html
" 用Python写网络爬虫 [澳] 理查德·劳森（Richard Lawson）,李斌 人民邮电出版社 97871154",85.0,2,http://product.dangdang.com/1572011632.html
" 趣学Python——教孩子学编程 [美] 布里格斯,尹哲 9787115381439 人民邮电出版社",59.0,0,http://product.dangdang.com/1558247498.html
 利用Python进行数据分析 python基础教程 python核心编程 python学习手册 计算机网络程序 企业数,112.0,0,http://product.dangdang.com/1555064945.html
 基于Python的大数据分析基础及实战 python书籍 python基础教程 编程入门 计算机编程基础入门书籍 py,64.0,0,http://product.dangdang.com/1554930845.html
" 【全新直发】趣学Python——教孩子学编程 [美] 布里格斯,尹哲 9787115381439 人民邮电出版社",58.4,0,http://product.dangdang.com/1552708078.html
 正版Python绝技：运用Python成为黑客 python编程教程书籍 python黑客与渗透测试程序设计教材 黑客,68.0,5,http://product.dangdang.com/1246635576.html
 【正版】趣学Python 教孩子学编程 编程书籍 程序设计书籍 少年趣味编程书籍 计算机书籍 编程书籍 Python软,58.34,0,http://product.dangdang.com/1516650753.html
 从Python小白到爬虫高手（套装共2册）,118.0,1,http://product.dangdang.com/1394742816.html
 精通Python设计模式 [荷]萨基斯·卡萨姆帕里斯(Sakis Kasampalis) 9787115428035,32.9,0,http://product.dangdang.com/1159825465.html
 趣学Python——教孩子学编程 程序设计书籍 少年趣味编程书籍 计算机书籍 编程书籍,55.0,0,http://product.dangdang.com/1540229235.html
 精通Python网络爬虫：核心技术、框架与项目实战 Python网络爬虫爬取技术与反爬公关技巧 数据挖掘工程师计算机专,65.0,0,http://product.dangdang.com/1361935704.html
 【正版全新直发】从Python开始学编程 Vamei 9787121301995 电子工业出版社,48.3,0,http://product.dangdang.com/1547217658.html
" 趣学Python——教孩子学编程,[美] 布里格斯,尹哲,人民邮电出版社【质量保障 放心购买】",59.0,0,http://product.dangdang.com/1639868954.html
 利用Python进行数据分析 原书第二2版 Python编程从入门到实践编程基础教程书籍网络爬虫零基础自学计算机程序设,79.6,0,http://product.dangdang.com/1614148398.html
" 趣学Python——教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社【新华书店 保证正版】",57.88,0,http://product.dangdang.com/1513805563.html
 学习Python-Learning Python- SecoMark Lutz；东南大学出版社,230.13,0,http://product.dangdang.com/1630603274.html
 从Python新手到Django架站高手（套装共2册）,158.0,0,http://product.dangdang.com/1394711016.html
 精通Python爬虫框架Scrapy [美]迪米特里奥斯 考奇斯-劳卡斯(Dimitrios Kouzis-Lo 97,32.45,6,http://product.dangdang.com/1357319169.html
" 精通Python自然语言处理 [印度] Deepti Chopra, Nisheeth Joshi, Iti 9787",32.45,4,http://product.dangdang.com/1252372597.html
 趣学Python 教孩子学编程 儿童编程入门教程书籍 笨办法学python核心编程零基础学计算机编程教程书籍从入门到精,62.4,0,http://product.dangdang.com/1616257808.html
 趣学Python编程 Jason Briggs编程语言 python入门到精通python基础教程编程学习手册程序设计,46.8,0,http://product.dangdang.com/1614199398.html
 精通Python自然语言处理 python自然语言处理开发教程书 python自然语言编程指南 python程序设计,56.0,0,http://product.dangdang.com/1540230135.html
 用Python写网络爬虫 第二2版 python3网络爬虫开发实战 爬虫书籍教程 数据爬取采集分析教程+玩转Pytho,118.0,0,http://product.dangdang.com/1404348487.html
 趣学Python 教孩子学编程 儿童编程入门教程书籍 笨办法学 python核心编程 零基础学计算机编程教程书籍从入门,55.0,7,http://product.dangdang.com/1348079218.html
 精通Python自然语言处理 NLP python处理+ NLTK基础教程 用NLTK和Python库构建机器学习应用,108.0,1,http://product.dangdang.com/1214737187.html
 趣学Python 教孩子学编程 儿童编程入门教程书籍 笨办法学python核心编程零基础学计算机编程教程书籍从入门到精,60.8,0,http://product.dangdang.com/1614167528.html
 【6本套】利用python进行数据分析+金融大数据分析+数据科学手册python网络爬虫 像计算机科学家一样思考pyt,518.0,0,http://product.dangdang.com/1630516127.html
 跟老齐学Python：数据分析,54.5,443,http://product.dangdang.com/25294011.html
 Python数据科学手册（影印版）,85.3,83,http://product.dangdang.com/25311673.html
 Python测试驱动开发（影印版）,61.4,51,http://product.dangdang.com/23784511.html
 Python机器学习入门（影印版）,70.3,175,http://product.dangdang.com/24196985.html
 Python数据科学导论：概念、技术与应用,46.6,43,http://product.dangdang.com/25331763.html
 Python程序设计基础,56.5,6,http://product.dangdang.com/28487949.html
 包邮 [套装书]Django开发从入门到实践+Python Django Web|8066609,121.0,1,http://product.dangdang.com/1568603325.html
 Python机器学习算法,54.3,941,http://product.dangdang.com/25100931.html
" Python标准库[美] Doug Hellmann,刘炽 等机械工业出版社9787111378105",113.0,0,http://product.dangdang.com/1571969639.html
" Python 3程序开发指南(第2版 修订版) [美]萨默菲尔德,王弘博,孙传庆 人民邮电出版社【新华书店 保证正版】",68.06,0,http://product.dangdang.com/1521149613.html
" Python Cookbook(第2版)中文版 [美] 马特利（Martelli A.）,高铁军 人民邮电出版社 97",50.0,0,http://product.dangdang.com/1571484472.html
" 【全新直发】Python核心编程(第3版,英文版) (美)春(Wesley Chun) 著",101.38,0,http://product.dangdang.com/1571382298.html
 【全新直发】PYTHON高性能编程+流畅的Python Python 学习入门到进阶 Python 编程语言引进版 人,213.94,0,http://product.dangdang.com/1571367228.html
 【全新直发】Python与机器学习实战:决策树、集成学习、支持向量机与神经网络算法详解及编程实现 何宇健 编著,71.83,0,http://product.dangdang.com/1571252128.html
 Python Web开发 测试驱动方法 [英] 珀西瓦尔（Harry J.W. Percival） 人民邮电出版社 9,76.0,0,http://product.dangdang.com/1571211962.html
" 计算机科学丛书：Python语言程序设计 [美] 梁勇（Y.Daniel Liang）,李娜 机械工业出版社〖新华书店",75.05,0,http://product.dangdang.com/1570696058.html
 华章程序员书库 Python编程实战：运用设计模式、并发和程序库创建高质量程序[美] Mark Summerfield,65.06,0,http://product.dangdang.com/1569606428.html
 Python科学计算张若愚清华大学出版社9787302273608,95.0,0,http://product.dangdang.com/1568594218.html
 python编程从入门到精通 Python网络爬虫核心编程数据分析语言程序设计 电脑计算机编程零明日科技电子工业出版社,53.0,0,http://product.dangdang.com/1568530108.html
" Python编程入门 ,(加)Toby Donaldson ；袁国忠,人民邮电出版社【正版书籍 质量保证 放心购】",39.0,0,http://product.dangdang.com/1568452364.html
 Python Qt GUI与数据可视化编程,99.0,0,http://product.dangdang.com/1567719815.html
 Python Qt GUI与数据可视化编程王维波 栗宝鹃 张晓东人民邮电出版社9787115514165,86.0,0,http://product.dangdang.com/1567040758.html
" Python大战机器学习,华校专 著,电子工业出版社，9787121308949【正版图书 购书无忧】",68.3,0,http://product.dangdang.com/1565820264.html
 动态语言技术精品书廊 Python源码剖析：深度探索动态语言核心技术 陈儒 电子工业出版社【新华书店 保证正版】,479.0,0,http://product.dangdang.com/1554883233.html
" Python 3程序开发指南(第2版 修订版),[美]萨默菲尔德,王弘博,孙传庆,人民邮电出版社,9787115383",69.18,1,http://product.dangdang.com/1563959124.html
 Python Web开发 测试驱动方法 [英] 珀西瓦尔（Harry J.W. Percival） 978711540,65.0,0,http://product.dangdang.com/1563395571.html
" Python 3程序开发指南(第2版 修订版) [美]萨默菲尔德,王弘博,孙传庆 9787115383389 人民邮电",69.0,0,http://product.dangdang.com/1563206868.html
" 计算机科学丛书：Python语言程序设计 [美] 梁勇（Y.Daniel Liang）,李娜 978711148768",79.0,0,http://product.dangdang.com/1563105698.html
" Python语言程序设计,(美)梁勇(Y.Daniel Liang) 著;李娜 译 著作,机械工业出版社，978711",78.2,0,http://product.dangdang.com/1563092254.html
 Python Web开发 测试驱动方法[英] 珀西瓦尔（Harry J.W. Percival）97871154032,122.0,0,http://product.dangdang.com/1560549228.html
" Python编程入门(第3版)[加] Toby Donaldson,袁国忠9787115333742人民邮电出版社",74.36,0,http://product.dangdang.com/1560442601.html
" Python网络编程基础[美] 高森（John Goerzen）,莫迟 等9787121044953电子工业出版社",76.0,0,http://product.dangdang.com/1559209221.html
" Python标准库[美] Doug Hellmann,刘炽 等9787111378105机械工业出版社",118.0,0,http://product.dangdang.com/1558201678.html
" 计算机科学丛书：Python语言程序设计[美] 梁勇（Y.Daniel Liang）,李娜机械工业出版社9787111",75.0,0,http://product.dangdang.com/1557812048.html
 动态语言技术精品书廊 Python源码剖析:深度探索动态语言核心技术陈儒9787121068744电子工业出版社,302.0,0,http://product.dangdang.com/1557554191.html
" Python Cookbook(第2版)中文版[美] 马特利（Martelli A.）,高铁军978711522266",93.0,0,http://product.dangdang.com/1557557418.html
" 【包邮】Python Cookbook(第2版)中文版 [美] 马特利（Martelli A.）,高铁军 人民邮电出版",140.0,0,http://product.dangdang.com/1555916504.html
 Python Web自动化测试设计与实现 陈晓伍 Web UI自动化测试 API自动化测试及相关基础开发 python,76.0,1,http://product.dangdang.com/1555491645.html
 Python高效开发实战Django Tornado Flask Twisted Web 第2版 框架开发书籍 pyt,96.0,0,http://product.dangdang.com/1555491545.html
 Python数据可视化之matplotlib实践 数据分析从入门到实战系列 Python编程语言入门python程序设,53.0,0,http://product.dangdang.com/1555347765.html
 Python从入门到项目实践+零基础学python 全2册 自学Python软件开发从入门到精通 网格爬虫 Pytho,166.0,0,http://product.dangdang.com/1555325725.html
 Python Qt GUI与数据可视化编程,99.0,0,http://product.dangdang.com/1555313231.html
 Python与有限元--基于Python编程的有限元分析及应用扩展 Python编程有限元分析开源框架搭建开发设计教程,52.0,0,http://product.dangdang.com/1555239915.html
 Python算法教程 python语言编程入门书籍 Python程序设计教材Python基础教程 利用Python进行,66.0,0,http://product.dangdang.com/1555223615.html
 Python 3.7从零开始学 计算机 互联网 程序设计 编程语言 Python 开发过程中的体会和经验总结 绍 Py,76.0,0,http://product.dangdang.com/1555208945.html
 Python从入门到精通+疯狂python讲义 核心编程入门书籍零基础学习网络爬虫 python编程从入门到实践 py,183.0,0,http://product.dangdang.com/1555181695.html
 Python3.7从零开始学+从零开始学Python数据分析与挖掘 全2册 笨方法学python编程快速上手从入门到精,152.0,1,http://product.dangdang.com/1555163275.html
 Python核心编程第3版 python开发大全 python入门到精通书籍 python编程入门基础手册 Pytho,95.0,0,http://product.dangdang.com/1555162755.html
 Python自动化开发实战 Python编程从入门自学零基础书籍 pathon基础教程语言程序设计 Python项目电,65.0,0,http://product.dangdang.com/1555101385.html
 Python自然语言处理 python编程语言程序设计书籍 python自然语言处理入门指南 Python指南 计算机,85.0,0,http://product.dangdang.com/1555101525.html
 Python数据分析与挖掘实战 Python核心编程 Python语言开发入门教程 Python编程指南 Python,66.0,0,http://product.dangdang.com/1555037585.html
 Python项目开发案例集锦全彩版 python基础教程python编程从入门到实践编程书籍python爬虫pytho,99.0,0,http://product.dangdang.com/1554974835.html
 python零基础入门自学教程书籍三册 python在机器学习中的应用 编程项目实战 基于Python的大数据分析基础,210.0,0,http://product.dangdang.com/1554938395.html
 Python编程从零基础到项目实战（微课视频版）Python基础教程 Python编程从入门到实践 python网络爬,72.0,0,http://product.dangdang.com/1554933495.html
 4本】Python深度学习入门 人工智能书籍 Python神经网络编程 机器学习实战 深度学习ai算法 TensorF,380.0,0,http://product.dangdang.com/1554908485.html
 Python从入门到项目实践 全彩版 明日科技 自学Python软件开发从入门到精通 网格爬虫 Python语言 Py,95.0,0,http://product.dangdang.com/1554899975.html
 Python深度学习 人工智能机器学习经典教程 进行深度学习的探索实践 Keras之父 谷歌人工智能研究员执笔 深度学,112.0,0,http://product.dangdang.com/1554893715.html
 python编程从入门到实践 让繁琐工作自动化 Python从入门到精通 Python编程程序设计Python编程快速,85.0,2,http://product.dangdang.com/1554889215.html
 Python机器学习基础教程 Python机器学习算法教程书籍 Python语言编程 Python模型评估和调参管道概,74.0,0,http://product.dangdang.com/1554886235.html
 Python高级编程第2版 python程序设计编程源代码开发基础教程书籍+Python高性能编程 python 编程,166.0,1,http://product.dangdang.com/1207443687.html
 Python程序设计 计算机科学系列丛书 程序设计 编程书 计算机 程序设计教材 python编程基础学习 Pytho,76.0,0,http://product.dangdang.com/1540198445.html
 Python数据抓取技术与实战 潘庆和著 9787121298844,28.18,0,http://product.dangdang.com/1175460969.html
 Python绝技:运用Python成为黑客 (美)TJ O 9787121277139,48.2,0,http://product.dangdang.com/1156829547.html
 Python网络爬虫从入门到实践 python语言编程教程书籍 Python网络数据采集 用Python编写网络爬虫程,46.0,0,http://product.dangdang.com/1540218645.html
 Python算法教程,58.65,2,http://product.dangdang.com/1210589384.html
 Python Qt GUI快速编程+Python高级编程 编程语言应用函数应用方法技巧书 计算机教材,128.8,2,http://product.dangdang.com/1393710287.html
 Python编程入门(第3版)+Python网络编程 第3版 利用Python轻松快速打造网络应用程序 Python,118.0,0,http://product.dangdang.com/1236167187.html
 Python核心编程书籍第二版+Python核心编程第3版,188.0,1,http://product.dangdang.com/1191328687.html
" 正版-M-Python语言程序设计 [美] 梁勇（Y.Daniel Liang）,李娜 9787111487685 机",44.2,0,http://product.dangdang.com/1612658767.html
 编程导论,78.0,0,http://product.dangdang.com/1544513901.html
" Python宝典 杨佩璐,宋强 等 电子工业出版社 〖新华书店 稀缺典藏书籍〗",200.06,0,http://product.dangdang.com/1592746119.html
 计算机科学丛书：Python语言程序设计,90.0,0,http://product.dangdang.com/1557008151.html
 Python大战机器学习：数据科学家的第一个小目标,68.0,0,http://product.dangdang.com/1592024171.html
 Python网络编程基础,92.0,0,http://product.dangdang.com/1547183811.html
 Python 并行编程手册,58.0,0,http://product.dangdang.com/1591075821.html
 Python数据分析 第2版(影印版),98.0,0,http://product.dangdang.com/1590974761.html
 Python机器学习基础教程,78.0,0,http://product.dangdang.com/1590905971.html
" 计算机科学丛书：Python语言程序设计 [美] 梁勇（Y.Daniel Liang）,李娜 机械工业出版社 9787",80.0,0,http://product.dangdang.com/1607535629.html
" 【全新正版】计算机科学丛书：Python语言程序设计 [美] 梁勇（Y.Daniel Liang）,李娜 978711",78.3,0,http://product.dangdang.com/1546585426.html
 【正版包邮】 Python 并行编程手册,59.3,0,http://product.dangdang.com/1589892624.html
 【全新正版】python编程从入门到精通 Python网络爬虫核心编程数据分析语言程序设计 电脑计算机编程零 明日科技,79.8,0,http://product.dangdang.com/1551311096.html
" 【全新正版】Python 并行编程手册 [意大利] Giancarlo,Zaccone（詹卡洛 扎克尼）,张龙 978",58.8,0,http://product.dangdang.com/1551306376.html
 【正版直发】Python测试驱动开发 使用Django Selenium和JavaScript进行Web编程 [英],118.8,1,http://product.dangdang.com/1543518946.html
" Python入门经典 [美]Katie Cunningham,李军,李强 9787115362094",27.7,0,http://product.dangdang.com/1174847995.html
 Python编程基础*9787115474490 张健 张良均,28.3,2,http://product.dangdang.com/1170109798.html
 【正版包邮】 python编程从入门到精通 Python网络爬虫核心编程数据分析语言程序设计 电脑计算机编程零,80.3,0,http://product.dangdang.com/1587415644.html
 Python Qt GUI与数据可视化编程,99.0,0,http://product.dangdang.com/1587222278.html
 【正版包邮】计算机科学丛书：Python语言程序设计 机械工业出版社,79.3,0,http://product.dangdang.com/1586823204.html
 Python树莓派编程 (美)沃尔弗拉姆·多纳特(Wolfram Donat) 著;韩德强 等 译 机械工业出版社 【,46.55,0,http://product.dangdang.com/1586127949.html
" Python深度学习 基于TensorFlow 吴茂贵 等 机械工业出版社 【新华书店,品质无忧】",75.05,0,http://product.dangdang.com/1586111309.html
 Python Web开发 测试驱动方法,114.0,0,http://product.dangdang.com/1585559449.html
 图书 Python数据分析基础教程：NumPy学习指南(第2版)利用python进行数据分析Python数据分析数据科,51.16,0,http://product.dangdang.com/1584127802.html
 Python绝技 运用Python成为*黑客python基础教程 python核心编程计算机网络程序爬虫从入门到精通实,82.76,0,http://product.dangdang.com/1584124572.html
 Python语言及其应用python语言程序设计Python程序设计教程Python书籍python学习手册pytho,77.49,0,http://product.dangdang.com/1584110492.html
 Python编程入门 (第3版) 核心编程基础视频教程网络爬虫入门书籍python视频编程从入门到精通程序设计教材图灵,42.39,0,http://product.dangdang.com/1584106172.html
 计算机书籍 程序设计 Python计算机视觉编程python语言入门教程书籍计算机视觉编程实践指南python编程教程,69.86,0,http://product.dangdang.com/1584106322.html
" Python标准库 [美] Doug Hellmann,刘炽 等 机械工业出版社9787111378105",103.0,0,http://product.dangdang.com/1583587696.html
 Python编程三剑客 Python编程从入门到实践+Python编程快速上手+Python极客项目,168.0,0,http://product.dangdang.com/1583443731.html
" 计算机科学丛书：Python语言程序设计 [美] 梁勇（Y.Daniel Liang）,李娜 978711148768",263.0,0,http://product.dangdang.com/1583428231.html
" Python深度学习：基于TensorFlow 吴茂贵,王冬,李涛,杨本法 机械工业出版社【新华书店,购书无忧】",75.84,0,http://product.dangdang.com/1582277188.html
 Python 并行编程手册 [意大利] Giancarlo Zaccone（詹卡洛 扎克尼） 张龙 电子工业出版社【新,56.05,0,http://product.dangdang.com/1582019214.html
" Python Qt GUI与数据可视化编程 王维波 栗宝鹃 张晓东 人民邮电出版社〖新华书店,正版保障〗",94.05,0,http://product.dangdang.com/1581139648.html
" 计算机科学丛书：Python语言程序设计 [美] 梁勇（Y.Daniel Liang）,李娜 机械工业出版社 9787",86.0,0,http://product.dangdang.com/1580978059.html
" Python网络编程基础 [美] 高森（John Goerzen）,莫迟 等 电子工业出版社 978712104495",99.0,0,http://product.dangdang.com/1580562989.html
 计算机科学丛书：Python语言程序设计 [美] 梁勇（Y.Daniel Liang） 李娜 机械工业出版社【新华书店,75.05,0,http://product.dangdang.com/1574919824.html
 动态语言技术精品书廊 Python源码剖析：深度探索动态语言核心技术 陈儒 电子工业出版社 9787121068744,306.0,0,http://product.dangdang.com/1580244329.html
 动态语言技术精品书廊 Python源码剖析：深度探索动态语言核心技术 陈儒 电子工业出版社,349.0,0,http://product.dangdang.com/1580139784.html
 Python机器学习 5个数据科学家案例解析 [Python Machine Learning Cass Studie,37.0,1,http://product.dangdang.com/1579759623.html
" Python Cookbook(第2版)中文版 [美] 马特利（Martelli A.）,高铁军 人民邮电出版社",92.0,0,http://product.dangdang.com/1579728707.html
" Python标准库 [美] Doug Hellmann,刘炽 等 机械工业出版社",120.5,0,http://product.dangdang.com/1579674127.html
 Python标准库,138.0,0,http://product.dangdang.com/1579582112.html
" Python网络编程基础 [美] 高森（John Goerzen）,莫迟 等 电子工业出版社",189.9,1,http://product.dangdang.com/1578749624.html
" Python 3程序开发指南(第2版 修订版) [美]萨默菲尔德,王弘博,孙传庆 人民邮电出版社 9787115383",68.0,0,http://product.dangdang.com/1578273479.html
" Python编程入门(第3版) [加] Toby Donaldson,袁国忠 人民邮电出版社",74.0,0,http://product.dangdang.com/1578002247.html
 Python 3程序开发指南(第2版 修订版) [美]萨默菲尔德 王弘博 孙传庆 人民邮电出版社【新华书店 畅读无忧】,65.55,0,http://product.dangdang.com/1575405634.html
" Python 并行编程手册 [意大利] Giancarlo,Zaccone（詹卡洛 扎克尼）,张龙 电子工业出版社〖新",56.05,0,http://product.dangdang.com/1577034068.html
 【全新直发】PYTHON基础教程(第3版) 人民邮电出版社,104.18,0,http://product.dangdang.com/1576798268.html
" Python并行编程手册,(意)詹卡洛·扎克尼(Giancarlo Zaccone) 著;张龙,宋秉金 译 著作,电子",58.4,0,http://product.dangdang.com/1564899964.html
 【全新直发】Python参考手册(第4版·修订版) (美)大卫 M.比兹利(David M.Beazley) 著;谢俊,91.3,0,http://product.dangdang.com/1575708458.html
 【全新直发】Python核心编程第3版python从入门到精通python开发进阶书籍包括python机器学习、数据处,82.05,0,http://product.dangdang.com/1575677448.html
 Python Qt GUI与数据可视化编程,67.99,0,http://product.dangdang.com/1575619159.html
 Python网络爬虫开发从入门到精通,59.0,0,http://product.dangdang.com/1575168353.html
 【全新直发】Python数据科学入门 (俄)德米特里·齐诺维耶夫(Dmitry Zinoviev) 著;熊子源 译,50.41,0,http://product.dangdang.com/1575049038.html
" 计算机科学丛书：Python语言程序设计 [美] 梁勇（Y.Daniel Liang）,李娜 机械工业出版社 9787",75.0,0,http://product.dangdang.com/1574752782.html
" Python 3程序开发指南(第2版 修订版) [美]萨默菲尔德,王弘博,孙传庆 人民邮电出版社 9787115383",71.0,0,http://product.dangdang.com/1574724912.html
" 【包邮】Python标准库 [美] Doug Hellmann,刘炽 等 机械工业出版社 9787111378105",170.0,0,http://product.dangdang.com/1573395814.html
" PYTHON QT GUI与数据可视化编程,王维波,栗宝鹃,张晓东 著,人民邮电出版社，9787115514165【正",98.0,0,http://product.dangdang.com/1572969764.html
" Python Cookbook(第2版)中文版[美] 马特利（Martelli A.）,高铁军人民邮电出版社97871",134.0,0,http://product.dangdang.com/1572089429.html
 中学生可以这样学Python,28.1,519,http://product.dangdang.com/25183060.html
 Python编程与问题求解,59.8,53,http://product.dangdang.com/25185071.html
 正版现货 零基础学Python python编程从入门到实践书籍零基础入门学习pyhton从入门到精通python语言,74.0,21,http://product.dangdang.com/1539828425.html
 包邮 [按需印刷]编写高质量代码：改善Python程序的91个建议|3770256,59.0,42,http://product.dangdang.com/1372803436.html
 现货Python编程快速上手让繁琐工作自动化+Python核心编程第3版 2册 编程基础教程网络爬虫入门书籍Pytho,160.0,0,http://product.dangdang.com/1540221755.html
 玩转Python网络爬虫,54.5,209,http://product.dangdang.com/25299612.html
 Python程序设计,62.4,348,http://product.dangdang.com/23917218.html
 Python数据分析师修炼之道,54.5,73,http://product.dangdang.com/27886294.html
 基于Python的Web大数据爬取实战指南,112.1,7,http://product.dangdang.com/27468439.html
 零基础学Python python编程从入门到实践零基础入门学习pyhton从入门到精通python书籍语言程序设计基,74.0,0,http://product.dangdang.com/1596339666.html
 Python Django开发实战（视频讲解版）,66.9,48,http://product.dangdang.com/27927867.html
 Python大学实用教程,49.8,16,http://product.dangdang.com/26919021.html
 机器人Python极客编程入门与实战 Python极客团队 9787121322921,33.93,11,http://product.dangdang.com/1175255369.html
 包邮 Python入门经典：以解决计算问题为导向的Python编程实践[图书]|3683628,158.0,2,http://product.dangdang.com/1446775364.html
 Python基础案例教程,36.0,8,http://product.dangdang.com/27897053.html
 读故事学编程——Python王国历险记（双色）,54.5,63,http://product.dangdang.com/28472736.html
 Python程序设计与算法基础教程,59.0,310,http://product.dangdang.com/25085366.html
 Python数据科学入门,38.7,199,http://product.dangdang.com/25188978.html
 包邮 [套装书]Python数据分析与挖掘实战（第2版）+Python与数据挖掘|8065140,87.0,0,http://product.dangdang.com/1551925255.html
 Python编程无师自通——专业程序员的养成,24.99,643,http://product.dangdang.com/1901110517.html
 Python应用编程丛书：Python实战编程：从零学Python,82.8,63,http://product.dangdang.com/25536959.html
 Flask Web开发 基于Python的Web应用开发实战 第2版,54.5,970,http://product.dangdang.com/25333105.html
 计算机科学导论——以Python为舟（第2版）,49.0,223,http://product.dangdang.com/24034054.html
 量化投资与Python语言,35.0,56,http://product.dangdang.com/25297801.html
 树莓派Python编程入门与实战（第2版）,54.5,314,http://product.dangdang.com/24010144.html
 Python数据可视化编程实战,33.8,1049,http://product.dangdang.com/23684243.html
 机器学习——Python实践,46.4,1211,http://product.dangdang.com/25199640.html
 Python网络爬虫技术,31.4,179,http://product.dangdang.com/27851752.html
 父与子的编程之旅：与爸爸一起学Python,33.8,189,http://product.dangdang.com/28486681.html
 Python与神经网络实战,62.2,276,http://product.dangdang.com/25310752.html
 硬件趣学Python编程（高职）,33.0,6,http://product.dangdang.com/27939068.html
 Python网络爬虫从入门到实践,20.0,1068,http://product.dangdang.com/1900974305.html
 Python程序设计现代方法,47.7,11,http://product.dangdang.com/27924973.html
 Python爬虫技术——深入理解原理、技术与开发 9787302535683 清华大学出版社 李宁,74.8,0,http://product.dangdang.com/1640159097.html
" Python测试驱动开发,(美)珀西瓦尔(Harry J.W.Percival) 著 著作,东南大学出版社，97875",88.1,0,http://product.dangdang.com/1570710204.html
 Python图形编程：2D和3D图像的创建 人民邮电出版社 9787115166814,115.0,0,http://product.dangdang.com/1611995986.html
 Python程序设计实践教程,23.2,0,http://product.dangdang.com/1600708585.html
