name,price,comnum,link
" Python标准库 [美] Doug Hellmann,刘炽 等 机械工业出版社",205.5,0,http://product.dangdang.com/1641678984.html
" Python编程入门经典,[美] James Payne,张春晖,清华大学出版社,",159.19,0,http://product.dangdang.com/1641512624.html
 Python项目开发实战 会写代码不等于能做好项目 网罗Python项目开发中的流程 让你的编程事半功倍+Python,132.0,2,http://product.dangdang.com/1207601287.html
 Python项目开发实战 第2版,51.3,3,http://product.dangdang.com/1042225495.html
 【共3册】Python数据科学手册+Python大战机器学习：数据科学家的第一个小目标 +套路！机器学习：北美数据科学,185.0,4,http://product.dangdang.com/1228483797.html
" Python高级编程 (美)卢克·斯内因格(Luke Sneeringer) 著;宋沄剑,刘磊 译",38.4,1,http://product.dangdang.com/1482625440.html
 Python测试驱动开发 使用Django Selenium和JavaScript进行Web编程 [英] 哈利·帕西瓦,118.06,0,http://product.dangdang.com/1521219913.html
 华章程序员书库 Python编程实战：运用设计模式、并发和程序库创建高质量程序 [美] Mark Summerfiel,68.06,0,http://product.dangdang.com/1522897883.html
 Python3程序开发指南,65.55,0,http://product.dangdang.com/1622850854.html
 Python地理空间分析指南(第2版)+Python地理数据处理,148.9,5,http://product.dangdang.com/1272317016.html
 Python计算机视觉编程,65.55,0,http://product.dangdang.com/1622884324.html
 Python设计模式 第2版*9787115458803 [印度]Chetan Giridhar 吉里德尔,27.7,0,http://product.dangdang.com/1336744695.html
 Python网络编程 第3版 Python3爬虫数据分析编程理解技术 Python构建网络应用程序技术书 python,77.0,0,http://product.dangdang.com/1540230405.html
 Python从入门到实践＋从零开始学Python网络爬虫核心编程语言书籍程序设计基础教学入门书籍编程实践手册,145.6,0,http://product.dangdang.com/1616265818.html
 Python 入门经典 python编程教程 python核心编程教程 python语言学习手册 基础教程 pytho,34.48,2,http://product.dangdang.com/1340558621.html
 Python机器学习及实践（人工智能科学与技术丛书）,58.0,0,http://product.dangdang.com/1613795045.html
 Python程序设计实验指导 9787563558513,15.3,0,http://product.dangdang.com/1620070469.html
 Python开发向导(云计算工程师系列) 【正版书籍】,33.1,0,http://product.dangdang.com/1038870898.html
 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方法 轻松实现高效数据处理 Python数,99.0,0,http://product.dangdang.com/1527074561.html
 Python编程从入门到实践 编程入门类图书帮助零基础读者迅速掌握Python编程+Python基础教程第3版 Pyt,185.0,4,http://product.dangdang.com/1190694187.html
" Python 并行编程手册 [意大利] Giancarlo,Zaccone（詹卡洛 扎克尼）,张龙 978712133",33.93,3,http://product.dangdang.com/1384370569.html
 Python大战机器学习 数据科学家的第*个小目标 python机器学习入门教程书籍 机器学习算法 Python编程实,66.0,0,http://product.dangdang.com/1540234195.html
 Python数字信号处理应用*9787115469526 [美]艾伦·唐尼(Allen B.Downey),32.0,0,http://product.dangdang.com/1170116798.html
 Python与机器学习实战：决策树、集成学习、支持向量机与神经网 何宇健著,47.6,0,http://product.dangdang.com/1325824095.html
 Python 3面向对象编程+Python和Pygame游戏开发指南 Python语言编程指南 Pygame Pyth,147.0,0,http://product.dangdang.com/1437971787.html
" 计算机科学丛书:Python语言程序设计 梁勇（Y.Daniel Liang）,李娜 机械工业出版社",78.4,0,http://product.dangdang.com/1475846327.html
 Python语言在Abaqus中的应用,31.7,0,http://product.dangdang.com/1243762967.html
 Python测试驱动开发(影印版) （美）珀西瓦尔 东南大学出版社 9787564159153,111.0,0,http://product.dangdang.com/1640790164.html
 Python物理学高效计算 Python编程教程 Python物理建模程序设计书籍 数据可视化 控制代码+游戏开发物理,188.0,1,http://product.dangdang.com/1216817087.html
 Python编程基础 Python 大数据 数据分析 高职 计算机 软件技术+ Python数字信号处理应用 Pyth,84.8,0,http://product.dangdang.com/1219820387.html
 Python Qt GUI快速编程+PyQt5快速开发与实战,176.0,9,http://product.dangdang.com/1398794387.html
 Python自然语言处理 python编程语言程序设计书籍python语言处理入门指南Python指南图书web应用人,67.4,0,http://product.dangdang.com/1614169488.html
 Keras深度学习 人工智能机器学习技术丛书,44.9,179,http://product.dangdang.com/28470351.html
 Python数据可视化,54.5,430,http://product.dangdang.com/24247975.html
 正版三本 用Python写网络爬虫 第2版+精通Python爬虫框架Scrapy+Python3网络爬虫开发实战 网络,150.0,49,http://product.dangdang.com/1237283721.html
 Python程序设计——从基础开发到数据分析（微课版）,69.0,24,http://product.dangdang.com/27882053.html
 Python网络数据爬取及分析从入门到精通（分析篇）（内容讲解专业但不晦涩，实例分析实际但不枯燥）,41.1,63,http://product.dangdang.com/25282163.html
 正版 Python算法详解+Python编程从入门到实践 python核心编程 算法图解 pytho,119.8,3,http://product.dangdang.com/1502528813.html
 Python 3.x程序设计基础,45.0,55,http://product.dangdang.com/27862920.html
 Python程序设计基础教程（慕课版）,38.1,22,http://product.dangdang.com/25536365.html
 谁说菜鸟不会数据分析（Python篇）,34.5,1293,http://product.dangdang.com/27885544.html
 OpenCV 3计算机视觉：Python语言实现（原书第2版）,38.7,2680,http://product.dangdang.com/23985571.html
 面向自然语言处理的深度学习：用Python创建神经网络,54.5,394,http://product.dangdang.com/26516372.html
 Python网络爬虫实例教程（视频讲解版）,39.3,295,http://product.dangdang.com/25325599.html
 Python程序设计——计算思维视角,49.0,24,http://product.dangdang.com/26485745.html
 Python网络爬虫从入门到实践(第2版),44.85,145,http://product.dangdang.com/1901129332.html
 正版 Python编程无师自通——专业程序员的养成+Python核心编程 第3版 计算机与互联网 编,118.6,0,http://product.dangdang.com/1243205688.html
 包邮 Python数据分析与数据化运营 第2版|8060185,90.3,0,http://product.dangdang.com/1502104205.html
 啊哈编程星球：一本书入门Python和C++,61.4,125,http://product.dangdang.com/27941056.html
 面向ArcGIS的Python脚本编程,38.7,876,http://product.dangdang.com/23592710.html
 Python程序设计案例课堂,54.5,171,http://product.dangdang.com/25179383.html
 零基础入门学习Python 小甲鱼 python编程从入门到精通实践 pathon3.5语言程序设计基础教程pytho,84.0,2,http://product.dangdang.com/1554868605.html
 从AI模型到智能机器人：基于 Python 与 TensorFlow,39.5,53,http://product.dangdang.com/27932019.html
 Python爬虫开发与项目实战,9.99,609,http://product.dangdang.com/1900688180.html
 数据科学与分析：Python语言实现,54.5,79,http://product.dangdang.com/27857142.html
 Vim 8文本处理实战 VIM实用技巧技术指南 文本编辑器书籍 编程开发 Python语言结合,29.5,4,http://product.dangdang.com/1570694415.html
 Python网络数据采集 第2版（影印版）,70.3,80,http://product.dangdang.com/25585421.html
 Python编程入门与案例详解,49.0,17,http://product.dangdang.com/25305882.html
 R用户Python学习指南：数据科学方法,54.5,28,http://product.dangdang.com/25858549.html
 投资学及其Python应用,49.0,38,http://product.dangdang.com/26914302.html
 Python语言及其应用,36.4,8,http://product.dangdang.com/25479313.html
 Python程序设计实例教程,46.9,14,http://product.dangdang.com/27914860.html
 office高级应用与python综合案例教程,48.3,1,http://product.dangdang.com/28518650.html
 Keras深度学习实战,46.6,1152,http://product.dangdang.com/25295969.html
 正版现货 零基础学Python python编程从入门到实践书籍零基础入门学习pyhton从入门到精通python语言,73.0,2,http://product.dangdang.com/1555035315.html
 零基础入门学习Python+中学生可以这样学Python 小甲鱼 python数据分析 python编程从入门到精通实,120.0,14,http://product.dangdang.com/1512378366.html
 Python核心编程 第3版,29.99,579,http://product.dangdang.com/1900783592.html
 Python编程基础与HTTP接口测试,35.5,369,http://product.dangdang.com/25210301.html
 Python编程三剑客：Python编程从入门到实践+Python编程快速上手+Python极客项目编程,158.0,0,http://product.dangdang.com/410273883.html
 赠软件 小学生C++趣味编程 潘洪波 上下册 小学生c少儿编程书籍scratch少儿童趣味编程入门教程书 python,43.0,9,http://product.dangdang.com/1586426897.html
 正版 剑指Offer 名企面试官精讲典型编程题第2版 java python c 程序员面试宝典 offer企业面试题,52.0,11,http://product.dangdang.com/1508978937.html
 Python 3面向对象编程 第2版（影印版）,60.7,65,http://product.dangdang.com/25079360.html
 Python 程序设计,39.0,24,http://product.dangdang.com/25242395.html
 预测分析：Python语言实现,46.6,180,http://product.dangdang.com/25138687.html
 包邮 [套装书]Python人工智能项目实战+Python自然语言处理（2册）|8065086,107.4,1,http://product.dangdang.com/1547526655.html
 笨办法学Python 3 进阶篇 视频教学 笨方法学Python核心编程流畅的Python 编程进阶,59.0,0,http://product.dangdang.com/1605922271.html
 笨办法学Python 3 进阶篇 视频教学 笨方法学Python核心编程流畅的Python 编程进阶,46.0,0,http://product.dangdang.com/1614816445.html
" 零基础学Python,(英)理查森(Craig Richardson) 著；王磊 译,人民邮电出版社，97871153",68.3,0,http://product.dangdang.com/1563830344.html
 正版 Python期货量化交易实战 基于python的金融分析 金融大数据书 量化交易实战教程书籍程序化交易 自动化交,43.0,0,http://product.dangdang.com/1596543516.html
 正版 Python 3标准库 华章程序员书库 程序设计 python基础教程 python3 操作系统网络通信 机械工,159.0,0,http://product.dangdang.com/1589415397.html
 零基础学Python(图文版) [英]理查森 王磊 人民邮电出版社【新华书店 畅读无忧】,65.55,0,http://product.dangdang.com/1575411624.html
" 树莓派Python编程入门与实战(第2版) [美] Richard Blum 勃鲁姆, Christine Bresn",50.4,0,http://product.dangdang.com/1065904575.html
 【正版包邮】 零基础学Python(图文版),69.3,0,http://product.dangdang.com/1594462124.html
 包邮 [套装书]Python数据分析与挖掘实战（第2版）+Python数据分析与|8065136,141.4,0,http://product.dangdang.com/1551925445.html
 正版 Python数据分析基础教程 郑丹青 高等院校计算机专业本专科教材 人民邮电出版社 NumPy统计分析可视化 p,36.0,0,http://product.dangdang.com/1591865622.html
 树莓派Python编程入门与实战,86.0,0,http://product.dangdang.com/1568781461.html
" 零基础学Python(图文版) [英]理查森,王磊 人民邮电出版社〖新华书店,正版保障〗",65.55,0,http://product.dangdang.com/1575864418.html
" 零基础学Python(图文版) [英]理查森,王磊 人民邮电出版社【新华书店 保证正版】",67.68,0,http://product.dangdang.com/1521189113.html
" 【正版直发】零基础学Python(图文版) [英]理查森,王磊 人民邮电出版社 9787115392480",57.7,0,http://product.dangdang.com/1578327169.html
" 【正版直发】R用户Python学习指南：数据科学方法 [印度] A. 奥利（A. Ohri）,潘文捷 李洪成译 机械工",57.7,0,http://product.dangdang.com/1577444899.html
" 【全新直发】树莓派Python编程入门与实战(第2版) (美)勃鲁姆(Richard Blum),(美)布莱斯纳罕(C",70.85,0,http://product.dangdang.com/1576084178.html
 树莓派Python编程入门与实战 [美]Richard Blum 勃鲁姆 Christine Bresnahan 布莱,84.0,0,http://product.dangdang.com/1575864839.html
 树莓派Python编程入门与实战 [美]Richard Blum 勃鲁姆 Christine Bresnahan 布莱,57.0,0,http://product.dangdang.com/1575836092.html
 【组套3本】正版 Python黑帽子 黑客与渗透测试编程之道 Python编程 Python编程指南,163.5,0,http://product.dangdang.com/1575115533.html
" 零基础学Python(图文版) [英]理查森,王磊 人民邮电出版社 9787115392480",59.0,0,http://product.dangdang.com/1574773512.html
" 零基础学Python(图文版) [英]理查森,王磊 人民邮电出版社 〖新华书店,全新正版〗",66.24,0,http://product.dangdang.com/1568418389.html
" 零基础学Python(图文版)[英]理查森,王磊人民邮电出版社9787115392480",58.0,0,http://product.dangdang.com/1566996468.html
" 零基础学Python(图文版) [英]理查森,王磊 9787115392480 人民邮电出版社",69.0,0,http://product.dangdang.com/1563223928.html
 树莓派Python编程入门与实战[美]Richard Blum 勃鲁姆 Christine Bresnahan 布莱9,106.0,0,http://product.dangdang.com/1559739618.html
 包邮 [套装书]Python人工智能项目实战+TensorFlow神经网络编程（|8065091,100.6,0,http://product.dangdang.com/1559239615.html
 笨办法学Python3 python基础教程编程入门 编程python视频教程python书籍 python核心编程编,56.0,0,http://product.dangdang.com/1554903185.html
 T3本用Python写网络爬虫+实战+Python3爬虫数据清洗与可视化实战框架Scrapy安装程序设计计算机网络编程,154.7,0,http://product.dangdang.com/1132990103.html
 树莓派Python编程入门与实战[美]Richard Blum 勃鲁姆 Christine Bresn人民邮电出版社9,70.0,0,http://product.dangdang.com/1552846376.html
 包邮 [套装书]Python编程从0到1（视频教学版）+深度学习之图像识别：核心|8063163,107.4,2,http://product.dangdang.com/1529737845.html
 正版 【组套2本】Python编程无师自通+深度学习入门-基于Python的理论与实现 算机与互联网,90.4,4,http://product.dangdang.com/1243286688.html
 包邮 [套装书]Python数据分析与挖掘实战（第2版）+Python高级数据分|8065139,93.8,0,http://product.dangdang.com/1551925335.html
 包邮 [套装书]Python数据分析与挖掘实战（第2版）+Python数据科学：|8065138,121.0,0,http://product.dangdang.com/1551925325.html
 正版 Python编程从入门到精通+Python算法详解 零基础学Python python核心技术,112.5,0,http://product.dangdang.com/1503003993.html
" 零基础学Python(图文版)*9787115392480 [英]理查森,王磊",49.7,0,http://product.dangdang.com/1259586018.html
 包邮 [套装书]Python深度学习：基于PyTorch+深度学习实践：基于Ca|8064751,107.4,0,http://product.dangdang.com/1543092095.html
 PYTHON技术手册 （美）马特利（Martelli，A.） 著 东南大学出版社 9787564105761,55.0,0,http://product.dangdang.com/1633710707.html
 Python高级编程（第2版）*9787115460158 [波兰]Micha Jaworski 贾沃斯基 [法]Ta,64.1,1,http://product.dangdang.com/1390347795.html
 Python 3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册 数据抓取指南+Python网络爬虫实战,158.0,2,http://product.dangdang.com/1399670887.html
 python3反爬虫原理与绕过实战+python网络爬虫实战开发+指南+精通python爬虫框架scrapypytho,318.6,0,http://product.dangdang.com/1614310588.html
 Python3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册数据抓取指南基于python3.6的爬虫图书籍+精通,157.0,10,http://product.dangdang.com/1190693387.html
 Python科学计算（第2版）+Python数据科学入门 Python语言编程教程 Python数据科学手册 数据分析,186.0,1,http://product.dangdang.com/1437119487.html
 【正版全新直发】华章程序员书库 Python编程实战：运用设计模式、并发和程序库创建高质量程序 [美] Mark Su,68.83,0,http://product.dangdang.com/1609060107.html
 Python数据分析与挖掘实战 Python核心编程 Python语言开发入门教程 Python编程指南 Python,67.0,0,http://product.dangdang.com/1540077555.html
 Python物理建模初学者指南 Python数据处理入门到实践 数据可视化教程书+Python物理学高效计算 Pyth,158.0,1,http://product.dangdang.com/1236048987.html
 Python计算机视觉编程+像计算机科学家一样思考Python第2版 计算机 程序设计 编程语言,118.0,0,http://product.dangdang.com/1237830687.html
" Python 并行编程手册 Giancarlo,Zaccone（詹卡洛 扎克尼）,张龙 电子工业出版社",58.4,0,http://product.dangdang.com/1476808527.html
 Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 9787302490739,57.42,6,http://product.dangdang.com/1189437269.html
 Python参考手册（第4版·修订版）程序设计算法Python基础教程核心编程经典著作+ Python入门经典,128.0,2,http://product.dangdang.com/1191146787.html
 Python程序设计基础 第2版 计算机系列教材+ Python程序设计实验指导书 2册 Python语言程序教程 P,88.0,0,http://product.dangdang.com/1609629887.html
 python绝技运用python成为*黑客 Python绝技 python编程教程书籍 黑客攻防技术与渗透测试教材+离,124.0,0,http://product.dangdang.com/1399623087.html
 【套装4本】Python神经网络编程+深度学习+机器学习+Kubernetes权威指南,428.0,0,http://product.dangdang.com/1503581672.html
 【正版全新直发】Python Qt GUI与数据可视化编程 王维波 栗宝鹃 张晓东 9787115514165 人民邮,98.3,0,http://product.dangdang.com/1543532078.html
 Python测试驱动开发-(版)*9787564159153 (美)珀西瓦尔,61.3,0,http://product.dangdang.com/1019038098.html
 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方法 轻松实现高效数据处理 Python数,96.0,0,http://product.dangdang.com/1540228785.html
 Python语言从零基础学习到活用 Python程序设计入门到实战+Python程序设计（第3版）,138.0,0,http://product.dangdang.com/1013507417.html
" 【正版全新直发】计算机科学丛书：Python语言程序设计 [美] 梁勇（Y.Daniel Liang）,李娜 机械工业",78.83,0,http://product.dangdang.com/1609073067.html
 【正版全新直发】python编程从入门到精通 Python网络爬虫核心编程数据分析语言程序设计 电脑计算机编程零 明日,79.93,0,http://product.dangdang.com/1609270527.html
 Python高性能编程 [美] Micha Gorelick 戈雷利克 Ian Ozsvald 97871154548,56.9,2,http://product.dangdang.com/1283595595.html
 python金融大数据分析 python基础教程 python书籍 笨办法学python 网络金融 python金融分,198.0,2,http://product.dangdang.com/1391423387.html
 Python编程从数据分析到机器学习实践,68.0,0,http://product.dangdang.com/1621843954.html
 Python全栈数据工程师养成攻略(视频讲解版) 张宏伦 9787115468697,32.89,3,http://product.dangdang.com/1172437169.html
 Python数据处理+Python数据分析基础 2本套装 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方法,168.0,1,http://product.dangdang.com/1376837776.html
 Python自然语言处理,84.55,0,http://product.dangdang.com/1622884764.html
 Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Matplotlib数据可视化实战+Pyth,203.0,7,http://product.dangdang.com/1191255687.html
 Python程序设计案例课堂+/Cocos2d-x 3.x实战：卡牌手游开发指南,148.0,0,http://product.dangdang.com/1033498217.html
" 计算机科学丛书：Python语言程序设计,[美] 梁勇（?Y.Daniel Liang）?,李娜,机械工业出版社【质量",79.0,0,http://product.dangdang.com/1635529544.html
 Python核心编程从入门到开发实战,53.8,0,http://product.dangdang.com/1622296884.html
 Python密码学编程 Al Sweigart 斯维加特 人民邮电出版社 9787115424297,68.9,0,http://product.dangdang.com/1451053127.html
 Python 3程序开发指南(第2版 修订版) 正版 [美]萨默菲尔德（Mark Summerfield 978711,41.14,0,http://product.dangdang.com/1636356987.html
" 【正版直发】Python 3程序开发指南(第2版 修订版) [美]萨默菲尔德,王弘博,孙传庆 978711538338",67.3,0,http://product.dangdang.com/1544770748.html
 Python物理建模初学者指南*9787115465412 [美]Jesse M.Kinder [美] Philip,41.9,0,http://product.dangdang.com/1170167498.html
 Python游戏编程入门 Python3爬虫数据分析编程教程 程序设计书籍 Python编程初学者指南Python开发,47.0,0,http://product.dangdang.com/1540227495.html
" Python 并行编程手册,[意大利] Giancarlo,Zaccone（詹卡洛 扎克尼）,张龙,电子工业出版社【质",59.0,0,http://product.dangdang.com/1640015054.html
 Python物理建模初学者指南 python数据结构设计教程书籍 python语言基础入门 python编程程序设计教,56.0,0,http://product.dangdang.com/1540232205.html
 Python网络数据爬取及分析从入门到精通,43.5,0,http://product.dangdang.com/1419812398.html
" Python 并行编程手册 [意大利] Giancarlo,Zaccone（詹卡洛 扎克尼）,张龙 电子工业出版社【新",57.88,0,http://product.dangdang.com/1512272093.html
 Python数据分析(影印版第2版)(英文版),70.29,0,http://product.dangdang.com/1073937479.html
" Python参考手册(第4版) (美)比兹利,谢俊,杨越,高伟 人民邮电出版社 9787115242594",177.0,0,http://product.dangdang.com/1612676105.html
 Python网络编程基础[美] 高森（John Goerzen）,205.59,0,http://product.dangdang.com/1641086814.html
 Python大战机器学习数据科学家的个小目标 机器学习应用技能 Python编程实践数据挖掘技术 机器学习算法教程书籍,63.0,0,http://product.dangdang.com/1159066504.html
 Python贝叶斯分析*9787115476173 [阿根廷] Osvaldo Martin(奥斯瓦尔多·马丁),49.7,0,http://product.dangdang.com/1170127598.html
" 【正版全新直发】Python和HDF 5大数据应用 [美] 科莱特（Andrew Collette）,胡世杰 9787",38.3,0,http://product.dangdang.com/1547147348.html
 Python测试驱动开发(影印版) （美）珀西瓦尔 东南大学出版社【新华书店 保证正版】,87.28,0,http://product.dangdang.com/1513437193.html
 PYTHON数据分析实战 (意)内利(Fabio Nelli) 著;杜春晓 译,43.1,1,http://product.dangdang.com/1459169392.html
 Python参考手册（第4版·修订版）程序设计算法Python基础教程核心编程+Python 3程序开发指南第2版 修,158.0,7,http://product.dangdang.com/1191764087.html
 Python语言程序设计 刘卫国 python编程从入门到精通大学本研教材普通高等教育十三五规划教材计算机书籍,42.9,0,http://product.dangdang.com/1614234728.html
 【共2册】 Python 3爬虫数据清洗与可视化实战+ Python 3网络爬虫开发实战,115.0,21,http://product.dangdang.com/1195977369.html
 Python高效开发实战 Django Tornado Flask Twisted Web框架开发实战技法教程图书籍,88.0,0,http://product.dangdang.com/1157773104.html
 Python全栈开发实践入门 谢瑛俊著 9787121328114,39.68,1,http://product.dangdang.com/1481181397.html
 python编程从入门到实践+MySQL必知必会 高性能sql数据库编程python3.5基础教程数据分析教程书籍,121.4,0,http://product.dangdang.com/1614355378.html
" Python高级编程 (法)莱德,姚军,夏海轮,王秀丽 人民邮电出版社 9787115217035",42.0,0,http://product.dangdang.com/1612710095.html
 Python数据可视化 (印度)科斯·拉曼(Kirthi Raman) 著;程豪 译,51.8,4,http://product.dangdang.com/1458334447.html
 Python Qt GUI快速编程:PyQt编程指南 计算机网络 python语言编程入门教程书籍 python qt,72.0,1,http://product.dangdang.com/1540064005.html
" Python网络编程基础[美] 高森（John Goerzen）,莫迟 等电子工业出版社9787121044953",77.0,0,http://product.dangdang.com/1544943186.html
 Python基础教程第3版 Python编程从入门到实践 head first python学习手册+利用Python,188.0,8,http://product.dangdang.com/1390849687.html
" 【正版全新直发】Python编程入门(第3版) [加] Toby Donaldson,袁国忠 人民邮电出版社97871",38.83,0,http://product.dangdang.com/1607391187.html
 Python算法教程,65.55,0,http://product.dangdang.com/1622656934.html
 Python语言程序设计 机械工业出版社 王恺 王志 李涛 朱洪文著 高等学校计算机规划教材 Python技术 pyt,49.0,0,http://product.dangdang.com/1609651807.html
 Python新手使用Django架站的16堂课 何敏煌 Python语言程序设计教程书籍 Python+Django培,84.0,0,http://product.dangdang.com/1527076311.html
 Python数据分析基础 零编程经验也可学会用Python语言进行数据分析+Python数据分析第2版 Python数,135.0,3,http://product.dangdang.com/1204169687.html
 PYTHON数据挖掘：概念、方法与实践 9787111565482 [美] 梅甘·斯夸尔,40.1,2,http://product.dangdang.com/1329587495.html
 Python程序设计案例教程 全国高等职业教育“十三五”规划教材,49.0,0,http://product.dangdang.com/1428868164.html
 Python计算机视觉编程 核心编程设计开发基础教程 动态脚本语言教材 python高手之路 python编程入门基础,65.0,0,http://product.dangdang.com/1540228435.html
 Python和Pygame游戏开发指南 Python语言编程指南 Pygame Python 2D游戏开发入门 计算机,128.0,3,http://product.dangdang.com/1393826087.html
 Python程序设计教程 涵盖python3.0到3.5实用特性 林信良 清华大学出版社 python基础学习手册 p,57.0,0,http://product.dangdang.com/1540095885.html
" Python网络爬虫指南 第2版*9787115509260 瑞安·米切尔（Ryan Mitchell）,神烦小宝",56.9,0,http://product.dangdang.com/1446172927.html
 【正版全新直发】Python爬虫技术——深入理解原理、技术与开发 李宁 清华大学出版社9787302535683,88.83,0,http://product.dangdang.com/1607463097.html
 Python核心编程,94.05,0,http://product.dangdang.com/1622596754.html
 Python数据挖掘入门与实践 9787115427106,29.5,0,http://product.dangdang.com/1381071378.html
 【正版现货】Python爬虫技术——深入理解原理、技术与开发 李宁 9787302535683 清华大学出版社,89.0,0,http://product.dangdang.com/1628677287.html
 Python 3.5从零开始学 Python基础教程 Python 入门书 网络编程 数据库操作 程序设计 pytho,49.0,8,http://product.dangdang.com/1502224041.html
" 正版-DX-Python编程入门(第3版) [加] Toby Donaldson,袁国忠 9787115333742",21.8,0,http://product.dangdang.com/1615408417.html
 Python算法教程 计算机编程 程序设计 python语言编程入门教程python编程基础完全自学书籍python编,72.5,0,http://product.dangdang.com/1616220298.html
 Python机器学习经典实例*9787115465276 (美)普拉提克·乔西(Prateek Joshi),41.9,3,http://product.dangdang.com/1390387495.html
 Python 算法教程+算法图解 算法基础书 Python,115.0,1,http://product.dangdang.com/1215344087.html
 【正版现货】python编程从入门到精通 Python网络爬虫核心编程数据分析语言程序设计 电脑计算机编程零 明日科技,80.0,0,http://product.dangdang.com/1628625897.html
 Python数据分析基础教程 郑丹青 高等院校计算机专业本专科教材 人民邮电出版社,36.0,0,http://product.dangdang.com/1601298306.html
 Python语言程序设计 刘卫国 python编程从入门到精通大学本研教材普通高等教育十三五规划教材计算机书籍电子工业,40.3,0,http://product.dangdang.com/1616356578.html
 Python程序设计 第3版 计算机 网络 程序设计核心编程 python基础教程 pyhton从入门到精通pytho,66.0,0,http://product.dangdang.com/1540238235.html
 python编程新三剑客 套装3本 Python编程 从入门到实践+Python算法详解+Pytho,207.5,0,http://product.dangdang.com/1610332995.html
 Python漫游指南(影印版)(英文版),64.24,0,http://product.dangdang.com/1039188679.html
 Python 程序设计基础实战教程 韦玮 Python程序设计+Python程序设计案例课堂,114.0,1,http://product.dangdang.com/1428571587.html
 【正版全新直发】Python全案例学习与实践 沈红卫 9787121373008 电子工业出版社,127.93,0,http://product.dangdang.com/1609282117.html
" Python项目开发实战 [美]Laura Cassell,Alan Gauld 高弘扬 卫莹 97873024158",34.68,8,http://product.dangdang.com/1343577461.html
 Python程序设计教程,38.8,0,http://product.dangdang.com/1609741615.html
 Python+Spark 2.0+Hadoop机器学习与大数据实战 大数据技术教程书籍 大数据理论和技术教材 机器学习,178.0,2,http://product.dangdang.com/1393412787.html
" 【正版全新直发】Python 并行编程手册 [意大利] Giancarlo,Zaccone（詹卡洛 扎克 978712",58.93,0,http://product.dangdang.com/1609249967.html
" Python计算机视觉编程*9787115352323 [美]Jan Erik Solem,朱文涛",49.7,0,http://product.dangdang.com/1322098811.html
 Python游戏编程入门+Python和Pygame游戏开发指南编程从零基础到项目实战实例python入门python,103.7,0,http://product.dangdang.com/1614217628.html
 Python数据分析与应用 企业真实项目案例 源代码等相关学习资源 大数据 数据分析 数据挖掘 高职计算机大数据技术与,49.0,1,http://product.dangdang.com/1540243705.html
" Python学习从入门到实践（中国高校创意创新创业教育系列丛书）*9787302486978 王学颖,刘立群,刘冰,司",35.8,0,http://product.dangdang.com/1305848911.html
 【正版包邮】Python爬虫技术——深入理解原理、技术与开发 李宁 清华大学出版社,89.3,0,http://product.dangdang.com/1604415504.html
 Python即学即用 出版社:机械工业出版社 9787111539896 机械工业出版社,36.5,0,http://product.dangdang.com/1367923275.html
 python编程从入门到实践+python3网络爬虫开发实战python3.5基础教程数据抓取数据分析零基础自学教程书,174.2,0,http://product.dangdang.com/1614340688.html
 Python 3程序开发指南(第2版 修订版) 萨默菲尔德 著，王弘博，孙传庆 译 人民邮电出版社 978711538,68.9,0,http://product.dangdang.com/1451154127.html
 【正版直发】华章程序员书库 Python编程实战：运用设计模式、并发和程序库创建高质量程序 [美] Mark Summ,68.71,0,http://product.dangdang.com/1540408818.html
 Python 3网络爬虫开发实战,79.0,4,http://product.dangdang.com/1002098085.html
 【正版现货】Python编程从数据分析到机器学习实践(微课视频版) 刘瑜 9787517081524 水利水电出版社,99.8,0,http://product.dangdang.com/1628702457.html
 Python游戏编程快速上手 第4版*9787115466419 [美]Al Sweigart(斯维加特),49.7,1,http://product.dangdang.com/1476130395.html
 Python基础教程 第2版python2爬虫数据分析入门教程python编程教程自学教程python学习手册图灵程序,80.7,0,http://product.dangdang.com/1614132538.html
 Python语言及其应用 Python程序设计教程书python学习手册python核心编程python基础教程pyt,79.4,0,http://product.dangdang.com/1614200708.html
" Python编程入门(第3版),[加] Toby Donaldson,袁国忠,人民邮电出版社【质量保障 放心购买】",39.0,0,http://product.dangdang.com/1640410124.html
 Python编程实战：运用设计模式、并发和程序库创建高质量程序+Python语言及其应用python语言程序设计Pyt,148.0,0,http://product.dangdang.com/1394175287.html
 Python学习从入门到实践 王学颖、刘立群、刘冰、司雨昌 9787302486978,34.3,0,http://product.dangdang.com/1430440957.html
 Python语言程序设计 正版 刘卫国 主编 9787121284847,21.45,0,http://product.dangdang.com/1626921967.html
 Python测试驱动开发 使用Django Selenium和JavaScript进行Web编程 *2版,89.25,7,http://product.dangdang.com/1399180969.html
 Python编程实战：运用设计模式、并发和程序库创建高质量程序+Python语言及其应用python语言程序设计Pyt,127.0,0,http://product.dangdang.com/1394288687.html
