,name,price,shop
44,['\t\n雷蛇（Razer）萨诺狼蛛专业版+雷蛇蝰蛇2000键鼠套装 办公套装键鼠套装 电竞游戏套装 绝地求生吃鸡'],['299.00'],['雷蛇（Razer）京东自营官方旗舰店']
45,['\t\n罗技（Logitech）MK315 键鼠套装 无线键鼠套装 办公键鼠套装 静音 全尺寸 黑色 自营 带无线2.4G接收器'],['149.00'],['罗技京东自营旗舰店']
46,"['惠普（HP）真机械手感', '鼠标套装游戏有线背光电竞吃鸡笔记本台式电脑外设办公牧马人键鼠朋克网吧三件套 K500黑色彩光【复古版】']",['58.00'],['志仕数码专营店']
47,"['\t\n雷柏（Rapoo） MT710 机械', ' 有线', ' 办公', ' 104键单光', ' 全键无冲 电脑', ' 笔记本', ' 白色 红轴']",['199.00'],['雷柏京东自营官方旗舰店']
48,"['雷柏（Rapoo） V500合金版 机械', ' 有线', ' 游戏', ' 87键 吃鸡', ' 电脑', ' 笔记本', ' 黑色 茶轴']",['99.00'],['雷柏京东自营官方旗舰店']
49,"['戴尔（DELL）KB216 有线商务办公', '（白色）']",['67.90'],['戴尔京东自营官方旗舰店']
50,"['\t\n罗技（G）G610机械', ' 有线机械', ' 游戏机械', ' 全尺寸背光机械', ' 吃鸡', ' Cherry青轴']",['519.00'],['罗技G京东自营旗舰店']
51,"['\t\n美商海盗船 (USCORSAIR) K68 机械', ' 有线连接 游戏', ' 全尺寸 红色背光 IP32防护  黑色 樱桃红轴']",['549.00'],['美商海盗船京东自营旗舰店']
52,"['\t\n樱桃（Cherry）MX3.0S G80-3870LYAEU-2 机械', ' 有线', ' 全尺寸游戏', ' 无钢板侧刻 黑色 红轴 自营']",['499.00'],['cherry樱桃京东自营旗舰店']
53,"['\t\n樱桃（Cherry）MX1.0 TKL G80-3810LYAEU-2 机械', ' 有线', ' 游戏', '  87键机械', ' 黑色 红轴']",['268.00'],['cherry樱桃京东自营旗舰店']
54,"['惠普（HP）GK520 机械', ' 有线', ' 办公游戏吃鸡机械', ' 104键 GK520冰蓝光（青轴）']",['179.00'],['惠普选件京东自营旗舰店']
55,"['惠普（HP）GK100机械', ' 有线', ' 游戏', ' 办公', ' 背光', ' 外接', '笔记本电脑外设 GK100金属灰(白光)青轴']",['139.00'],['海莫数码专营店']
56,"['\t\n雷柏（Rapoo） V500PRO单光版 机械', ' 有线', ' 游戏', ' 104键单光', ' 吃鸡', ' 黑色 红轴']",['159.00'],['雷柏京东自营官方旗舰店']
57,"['\t\n雷柏（Rapoo） V500PRO单光版 机械', ' 有线', ' 游戏', ' 104键单光', ' 吃鸡', ' 黑色 茶轴']",['159.00'],['雷柏京东自营官方旗舰店']
58,"['\t\n酷米索（KUMISUO）有线', ' 办公', ' 商务', ' 笔记本电脑', '  USB 黑色 KB-L-001']",['19.90'],['酷米索（KUMISUO）京东自营旗舰店']
59,"['联想（lenovo）', ' 有线', ' M120K有线超薄', ' 电脑办公', ' 巧克力按键笔记本']",['59.00'],['联想京东自营旗舰店']
60,"['惠普（HP）GK520 机械', ' 有线', ' 办公游戏吃鸡机械', ' 104键 GK520冰蓝光（青轴）']",['179.00'],['惠普选件京东自营旗舰店']
61,"['\t\n狼蛛（AULA）F2088机械', ' 有线', ' 游戏', ' 104键背光', ' 宏编程 电脑', '  黑色 青轴 普通版']",['139.00'],['狼蛛外设京东自营官方旗舰店']
62,"['\t\n镭拓（Rantopad）RF100 无线', '鼠标套装 办公静音键鼠套装 便携 仿古圆点', ' 鼠标 鼠标垫套装  蜜蜡粉']",['129.00'],['镭拓京东自营旗舰店']
63,"['\t\nikbc C200 机械', ' 有线', ' 游戏', ' 87键 cherry轴 樱桃轴 吃鸡神器 笔记本', ' 粉色 红轴']",['388.00'],['ikbc京东自营旗舰店']
64,"['洛斐无线蓝牙机械', ' DOT圆点苹果Mac电脑办公笔记本iPad手机 马卡龙女神限量款 口红', ' 玫瑰金限量版-茶轴']",['759.00'],['洛斐官方旗舰店']
65,"['\t\n罗技（Logitech） K310 有线', ' 电脑办公台式机有线防水超薄巧克力键帽', ' K310 水洗']",['139.00'],['罗技外设京东自营官方旗舰店']
66,"['双飞燕（A4TECH) WK-100 ', ' 有线', ' 办公', '  防水 104键 黑色']",['49.90'],['双飞燕京东自营官方旗舰店']
67,"['飞利浦（PHILIPS） 有线', '鼠标套装家用办公台式机电脑笔记本网吧机械手感游戏静音USB键鼠 黑色（单', '）']",['38.00'],['志仕数码专营店']
68,"['电脑USB有线', ' ', '鼠标套装 有线键鼠套装 办公家用商务台式机电脑笔记本一体机通用USB', '男女 S76单']",['9.80'],['千百客数码专营店']
69,"['\t\n黑爵（AJAZZ）刺客ⅡAK35I合金机械', ' 有线', ' 游戏', ' 110键白光 多媒体吃鸡', ' 电脑', ' 黑色青轴']",['169.00'],['黑爵京东自营官方旗舰店']
70,"['B.O.W 航世 HW156无线\\有线', '鼠标套装 超薄静音巧克力', 'USB接口笔记本台式办公通用 有线【', '】---白色']",['49.90'],['航世数码专营店']
71,"['\t\n双飞燕（A4TECH)KB-8U', '有线', '办公', '防水104键黑色']",['49.00'],['双飞燕京东自营官方旗舰店']
72,['赛睿 (SteelSeries) Apex Pro 黑色 可调触发键程 OLED免驱调节 全彩RGB背光 游戏机械'],['1699.00'],['赛睿京东自营旗舰店']
73,['\t\n罗技（Logitech）MK240 Nano 键鼠套装 无线键鼠套装 办公键鼠套装 黑色  带无线2.4G接收器'],['99.00'],['罗技京东自营旗舰店']
74,"['雷迪凯  机械手感', '可爱女生 ', '鼠标有线套装 台式笔记本电脑办公键鼠套装 USB复古朋克', ' K19单', '-少女粉色']",['39.00'],['晟兴数码专营店']
